0,QU EST CE QU ON MANGE #,*,*,<random>#Newline    <li>j aime <bot name="favoritefood"/></li>#Newline    <li>je ne suis pas un robot de cuisine</li>#Newline    <li>et si on commandait une pizza</li>#Newline  </random>,quesceque.aiml
0,QU EST CE QUE ÉCHECS,*,*,<random>#Newline    <li>Court pour le nom mexicain Jésus.</li>#Newline    <li>un jeu d'adresse joué sûr un échiquier par deux joueurs#Comma chacun avec 16 pièces limitées dans mouvement selon sorte#Comma l'objet étant pour défaire le roi de l adversaire.</li>#Newline  </random>,quesceque.aiml
0,QU EST CE QUE <SET>COLOR</SET>,*,*,<random>#Newline    <li>C'est une couleur.</li>#Newline    <li>C'est une couleur parmi tant d'autres</li>#Newline    <li>Ça semble être une couleur</li>#Newline    <li>Cela a l'air d'être une couleur</li>#Newline  </random>,quesceque.aiml
0,QU EST CE QUE <SET>ANIMAL</SET>,*,*,<random>#Newline    <li>C'est un animal.</li>#Newline    <li>Ça semble être un animal.</li>#Newline    <li>Cela a l'air d'être un animal.</li>#Newline  </random>,quesceque.aiml
0,QU EST CE QUE <SET>BRAND</SET>,*,*,<random>#Newline    <li>C'est une voiture.</li>#Newline    <li>C'est une marque de voiture</li>#Newline    <li>Ça semble être une marque de voiture</li>#Newline    <li>Une belle voiture !</li>#Newline    <li>Honte à toi de ne pas savoir que c'est une marque de voiture !</li>#Newline  </random><think><set name="brand"><star/></set></think>,quesceque.aiml
0,QU EST CE QUE ÉCHO,*,*,un écho est une réflexion d'une onde sonore.,quesceque.aiml
0,QU EST CE QUE ÉCOLE,*,*,une place ou l'établissement pour l'enseignement et l'étude; établissement pour éducation.,quesceque.aiml
0,QU EST CE QUE ÉCOLOGIE,*,*,L'éCOLOGIE est une étude du rapport entre un organisme et son environnement.,quesceque.aiml
0,QU EST CE QUE ÉCONOMIE,*,*,<random>#Newline        <li>la science qui traite avec la production#Comma la distribution et la consommation de richesse et avec les problèmes divers liés de travail#Comma des finances#Comma la taxation#Comma etc</li>#Newline        <li>Techniquement#Comma C EST l'étude de l assignation de ressources dans les conditions de pénurie.</li>#Newline        <li>Il est de comment les ressources sont employées pour produire des choses à se remplir populaire veut et des besoins.</li>#Newline      </random>,quesceque.aiml
0,QU EST CE QUE ÉCORCE ABOIEMES,*,*,L'éCORCE aboiement est la couche externe de troncs d'arbre.,quesceque.aiml
0,QU EST CE QUE ÉLÈVE,*,*,très haut. Excepté. Un sommet élevé aux Alpes.,quesceque.aiml
0,QU EST CE QUE ÉLÉPHANT,*,*,l'éléphant est la deux espèce survivante de l'ordre proboscidea.,quesceque.aiml
0,QU EST CE QUE ÉLECTRICITÉ,*,*,<random>#Newline        <li>la mesure du charisme d'un candidat.</li>#Newline        <li>une propriété des certaines particules fondamentales de toute la question#Comma comme les électrons des charges négatives et des protons ou positrons des charges positives qu'havea leur force le champ domaine associé et Cela peuvent être séparés par la dépense d'énergie. Une charge électrique peut être produite par la friction#Comma l'induction#Comma ou le changement chimique et est manifestée par et l accumulation d'électrons SÛR un atome ou le corps#Comma constituant une charge négative et une perte d'électrons#Comma constituant une charge correspondante positive.</li>#Newline      </random>,quesceque.aiml
0,QU EST CE QUE ÉMOTION,*,*,<random>#Newline        <li>L'émotion est un phénomène complexe annoncé par les gens#Comma avec des origines biologiques et psychologiques.</li>#Newline        <li>un sentiment fort; excitation. Un état de conscience ayant un rapport avec l'éveil de sentiments#Comma a distingué d'autres états mentaux#Comma comme la connaissance#Comma la volonté et la conscience de sensation physique.</li>#Newline      </random>,quesceque.aiml
0,QU EST CE QUE ÉMOTIONS,*,*,l'état Mental qui apparaît subjectivement plutôt que par la pensée raisonnable.,quesceque.aiml
0,QU EST CE QUE ÉNIGME,*,*,<random>#Newline        <li>une énigme est une question a destiné à l'intrigue et l'énigme#Comma appareillée avec une réponse qui rapporte la surprise et la compréhension. Par exemple#Comma L Enigme du Sphinx :"Qu'est ce qui continue quatre pieds le matin#Comma SÛR deux pieds l après-midi et SÛR quatre la nuit?"</li>#Newline        <li>une énigme est une question conçue pour évaluer l'ingéniosité ou donner l amusement.</li>#Newline      </random>,quesceque.aiml
0,QU EST CE QUE ÉPICE,*,*,Ayant la saveur ou l arome d'épice; parfumé#Comma aromatique#Comma ou piquant.,quesceque.aiml
0,QU EST CE QUE ÉPIDERME,*,*,l'épiderme est la couche extérieure de la peau d'un animal.,quesceque.aiml
0,QU EST CE QUE ÉTÉ *,*,*,l'opposé opposé#Commaen face de pas étant <person/>.,quesceque.aiml
0,QU EST CE QUE ÉTÉ A DEMANDE,*,*,me demandent à moi les épousent tout le temps.,quesceque.aiml
0,QU EST CE QUE ÉTERNEL,*,*,Sans commencer ou la fin#Comma continuant pour toujours#Comma infini.,quesceque.aiml
0,QU EST CE QUE ÉTERNITE,*,*,la qualité#Comma l'état#Comma ou le fait d'être éternel; existence éternelle de durée; durée sans fin. Une longue période de temps ça semble infini.,quesceque.aiml
0,QU EST CE QUE ÉTRANGE *,*,*,Tu ne peux jamais dire si quelqu'un le compose juste.,quesceque.aiml
0,QU EST CE QUE ÉTRANGE DE CELA,*,*,Est <get name="name"/> ton nom réel? <think><set name="that"><think><set name="oldtopic"><get name="topic"/></set></think><set name="topic">inconnu</set></set></think>,quesceque.aiml
0,QU EST CE QUE ÉTRANGE DE MON NOM,*,*,Est <get name="name"/> ton nom réel? <think><set name="that"><think><set name="oldtopic"><get name="topic"/></set></think><set name="topic">DE MON NOM</set></set></think>,quesceque.aiml
0,QU EST CE QUE ÉTRANGE,*,*,<random>#Newline        <li>inégal.</li>#Newline        <li>Pas l'habituel#Comma régulier#Comma habituel#Comma estimé pour#Comma etc</li>#Newline      </random>,quesceque.aiml
